condition_id,exercise_id,recommendation_priority,evidence_strength,stage_of_rehab,severity_range,minimum_pain_score,maximum_pain_score,mobility_requirement,contraindication_flag,contraindication_applies_if,progression_order,clinical_goal,rationale_for_condition,phase,priority,is_core
COND0205,EX0174,1,Moderate,chronic,mild-moderate,0,6,moderate,no,"red flags, unstable vitals, unhealed repair, prohibited weight bearing, severe symptom flare, or unsafe balance are present",14,function,"Selected for Post-CABG Cardiac Rehabilitation to address function deficits in the cardiorespiratory region while respecting stage, pain, mobility, and severity constraints.",chronic,1,no
COND0205,EX0175,1,High,maintenance,mild-moderate-severe-complex,0,8,low,no,"red flags, unstable vitals, unhealed repair, prohibited weight bearing, severe symptom flare, or unsafe balance are present",15,endurance,"Selected for Post-CABG Cardiac Rehabilitation to address endurance deficits in the cardiorespiratory region while respecting stage, pain, mobility, and severity constraints.",maintenance,1,no
COND0205,EX0176,1,High,acute,mild-moderate-severe-complex,0,8,low,no,"red flags, unstable vitals, unhealed repair, prohibited weight bearing, severe symptom flare, or unsafe balance are present",16,endurance,"Selected for Post-CABG Cardiac Rehabilitation to address endurance deficits in the cardiorespiratory region while respecting stage, pain, mobility, and severity constraints.",acute,1,no
COND0205,EX0177,1,High,subacute,mild-moderate,0,6,moderate,yes,"red flags, unstable vitals, unhealed repair, prohibited weight bearing, severe symptom flare, or unsafe balance are present",17,endurance,"Selected for Post-CABG Cardiac Rehabilitation to address endurance deficits in the cardiorespiratory region while respecting stage, pain, mobility, and severity constraints.",subacute,1,no
COND0205,EX0178,1,Moderate,chronic,mild-moderate-severe-complex,0,8,low,no,"red flags, unstable vitals, unhealed repair, prohibited weight bearing, severe symptom flare, or unsafe balance are present",18,ROM,"Selected for Post-CABG Cardiac Rehabilitation to address ROM deficits in the cardiorespiratory region while respecting stage, pain, mobility, and severity constraints.",chronic,1,no
COND0205,EX0179,1,High,maintenance,mild-moderate-severe-complex,0,8,moderate,yes,"red flags, unstable vitals, unhealed repair, prohibited weight bearing, severe symptom flare, or unsafe balance are present",19,endurance,"Selected for Post-CABG Cardiac Rehabilitation to address endurance deficits in the cardiorespiratory region while respecting stage, pain, mobility, and severity constraints.",maintenance,1,no
COND0205,EX0180,1,Moderate,acute,mild-moderate-severe-complex,0,8,low,no,"red flags, unstable vitals, unhealed repair, prohibited weight bearing, severe symptom flare, or unsafe balance are present",20,pain self-management,"Selected for Post-CABG Cardiac Rehabilitation to address pain self-management deficits in the cardiorespiratory region while respecting stage, pain, mobility, and severity constraints.",acute,1,no
COND0206,EX0161,10,High,subacute,mild-moderate-severe-complex,0,8,low,no,"red flags, unstable vitals, unhealed repair, prohibited weight bearing, severe symptom flare, or unsafe balance are present",1,endurance,"Selected for Post-lung Surgery Rehabilitation to address endurance deficits in the cardiorespiratory region while respecting stage, pain, mobility, and severity constraints.",subacute,10,yes
COND0206,EX0162,9,High,chronic,mild-moderate-severe-complex,0,8,low,no,"red flags, unstable vitals, unhealed repair, prohibited weight bearing, severe symptom flare, or unsafe balance are present",2,endurance,"Selected for Post-lung Surgery Rehabilitation to address endurance deficits in the cardiorespiratory region while respecting stage, pain, mobility, and severity constraints.",chronic,9,yes
COND0206,EX0163,8,High,maintenance,mild-moderate-severe-complex,0,8,low,no,"red flags, unstable vitals, unhealed repair, prohibited weight bearing, severe symptom flare, or unsafe balance are present",3,endurance,"Selected for Post-lung Surgery Rehabilitation to address endurance deficits in the cardiorespiratory region while respecting stage, pain, mobility, and severity constraints.",maintenance,8,yes
COND0206,EX0164,7,High,acute,mild-moderate,0,6,low,no,"red flags, unstable vitals, unhealed repair, prohibited weight bearing, severe symptom flare, or unsafe balance are present",4,endurance,"Selected for Post-lung Surgery Rehabilitation to address endurance deficits in the cardiorespiratory region while respecting stage, pain, mobility, and severity constraints.",acute,7,yes
COND0206,EX0165,6,High,subacute,mild-moderate,0,6,low,no,"red flags, unstable vitals, unhealed repair, prohibited weight bearing, severe symptom flare, or unsafe balance are present",5,endurance,"Selected for Post-lung Surgery Rehabilitation to address endurance deficits in the cardiorespiratory region while respecting stage, pain, mobility, and severity constraints.",subacute,6,yes
COND0206,EX0166,5,High,chronic,mild-moderate,0,6,low,no,"red flags, unstable vitals, unhealed repair, prohibited weight bearing, severe symptom flare, or unsafe balance are present",6,endurance,"Selected for Post-lung Surgery Rehabilitation to address endurance deficits in the cardiorespiratory region while respecting stage, pain, mobility, and severity constraints.",chronic,5,yes
COND0206,EX0167,4,High,maintenance,mild-moderate,0,6,moderate,yes,"red flags, unstable vitals, unhealed repair, prohibited weight bearing, severe symptom flare, or unsafe balance are present",7,endurance,"Selected for Post-lung Surgery Rehabilitation to address endurance deficits in the cardiorespiratory region while respecting stage, pain, mobility, and severity constraints.",maintenance,4,yes
COND0206,EX0168,3,High,acute,mild-moderate,0,6,moderate,yes,"red flags, unstable vitals, unhealed repair, prohibited weight bearing, severe symptom flare, or unsafe balance are present",8,endurance,"Selected for Post-lung Surgery Rehabilitation to address endurance deficits in the cardiorespiratory region while respecting stage, pain, mobility, and severity constraints.",acute,3,yes
COND0206,EX0169,2,Moderate,subacute,mild-moderate,0,6,moderate,no,"red flags, unstable vitals, unhealed repair, prohibited weight bearing, severe symptom flare, or unsafe balance are present",9,function,"Selected for Post-lung Surgery Rehabilitation to address function deficits in the cardiorespiratory region while respecting stage, pain, mobility, and severity constraints.",subacute,2,yes
COND0206,EX0170,1,High,chronic,mild-moderate,0,6,moderate,yes,"red flags, unstable vitals, unhealed repair, prohibited weight bearing, severe symptom flare, or unsafe balance are present",10,endurance,"Selected for Post-lung Surgery Rehabilitation to address endurance deficits in the cardiorespiratory region while respecting stage, pain, mobility, and severity constraints.",chronic,1,yes
COND0206,EX0171,1,High,maintenance,mild-moderate,0,6,moderate,yes,"red flags, unstable vitals, unhealed repair, prohibited weight bearing, severe symptom flare, or unsafe balance are present",11,endurance,"Selected for Post-lung Surgery Rehabilitation to address endurance deficits in the cardiorespiratory region while respecting stage, pain, mobility, and severity constraints.",maintenance,1,no
COND0206,EX0172,1,High,acute,mild-moderate,0,6,moderate,no,"red flags, unstable vitals, unhealed repair, prohibited weight bearing, severe symptom flare, or unsafe balance are present",12,strength,"Selected for Post-lung Surgery Rehabilitation to address strength deficits in the cardiorespiratory region while respecting stage, pain, mobility, and severity constraints.",acute,1,no
COND0206,EX0173,1,Moderate,subacute,mild-moderate-severe-complex,0,8,low,no,"red flags, unstable vitals, unhealed repair, prohibited weight bearing, severe symptom flare, or unsafe balance are present",13,pain self-management,"Selected for Post-lung Surgery Rehabilitation to address pain self-management deficits in the cardiorespiratory region while respecting stage, pain, mobility, and severity constraints.",subacute,1,no
COND0206,EX0174,1,Moderate,chronic,mild-moderate,0,6,moderate,no,"red flags, unstable vitals, unhealed repair, prohibited weight bearing, severe symptom flare, or unsafe balance are present",14,function,"Selected for Post-lung Surgery Rehabilitation to address function deficits in the cardiorespiratory region while respecting stage, pain, mobility, and severity constraints.",chronic,1,no
COND0206,EX0175,1,High,maintenance,mild-moderate-severe-complex,0,8,low,no,"red flags, unstable vitals, unhealed repair, prohibited weight bearing, severe symptom flare, or unsafe balance are present",15,endurance,"Selected for Post-lung Surgery Rehabilitation to address endurance deficits in the cardiorespiratory region while respecting stage, pain, mobility, and severity constraints.",maintenance,1,no
COND0206,EX0176,1,High,acute,mild-moderate-severe-complex,0,8,low,no,"red flags, unstable vitals, unhealed repair, prohibited weight bearing, severe symptom flare, or unsafe balance are present",16,endurance,"Selected for Post-lung Surgery Rehabilitation to address endurance deficits in the cardiorespiratory region while respecting stage, pain, mobility, and severity constraints.",acute,1,no
COND0206,EX0177,1,High,subacute,mild-moderate,0,6,moderate,yes,"red flags, unstable vitals, unhealed repair, prohibited weight bearing, severe symptom flare, or unsafe balance are present",17,endurance,"Selected for Post-lung Surgery Rehabilitation to address endurance deficits in the cardiorespiratory region while respecting stage, pain, mobility, and severity constraints.",subacute,1,no
COND0206,EX0178,1,Moderate,chronic,mild-moderate-severe-complex,0,8,low,no,"red flags, unstable vitals, unhealed repair, prohibited weight bearing, severe symptom flare, or unsafe balance are present",18,ROM,"Selected for Post-lung Surgery Rehabilitation to address ROM deficits in the cardiorespiratory region while respecting stage, pain, mobility, and severity constraints.",chronic,1,no
COND0206,EX0179,1,High,maintenance,mild-moderate-severe-complex,0,8,moderate,yes,"red flags, unstable vitals, unhealed repair, prohibited weight bearing, severe symptom flare, or unsafe balance are present",19,endurance,"Selected for Post-lung Surgery Rehabilitation to address endurance deficits in the cardiorespiratory region while respecting stage, pain, mobility, and severity constraints.",maintenance,1,no
COND0206,EX0180,1,Moderate,acute,mild-moderate-severe-complex,0,8,low,no,"red flags, unstable vitals, unhealed repair, prohibited weight bearing, severe symptom flare, or unsafe balance are present",20,pain self-management,"Selected for Post-lung Surgery Rehabilitation to address pain self-management deficits in the cardiorespiratory region while respecting stage, pain, mobility, and severity constraints.",acute,1,no
COND0207,EX0161,10,High,subacute,mild-moderate-severe-complex,0,8,low,no,"red flags, unstable vitals, unhealed repair, prohibited weight bearing, severe symptom flare, or unsafe balance are present",1,endurance,"Selected for Cystic Fibrosis Airway Clearance Rehabilitation to address endurance deficits in the cardiorespiratory region while respecting stage, pain, mobility, and severity constraints.",subacute,10,yes
COND0207,EX0162,9,High,chronic,mild-moderate-severe-complex,0,8,low,no,"red flags, unstable vitals, unhealed repair, prohibited weight bearing, severe symptom flare, or unsafe balance are present",2,endurance,"Selected for Cystic Fibrosis Airway Clearance Rehabilitation to address endurance deficits in the cardiorespiratory region while respecting stage, pain, mobility, and severity constraints.",chronic,9,yes
COND0207,EX0163,8,High,maintenance,mild-moderate-severe-complex,0,8,low,no,"red flags, unstable vitals, unhealed repair, prohibited weight bearing, severe symptom flare, or unsafe balance are present",3,endurance,"Selected for Cystic Fibrosis Airway Clearance Rehabilitation to address endurance deficits in the cardiorespiratory region while respecting stage, pain, mobility, and severity constraints.",maintenance,8,yes
COND0207,EX0164,7,High,acute,mild-moderate,0,6,low,no,"red flags, unstable vitals, unhealed repair, prohibited weight bearing, severe symptom flare, or unsafe balance are present",4,endurance,"Selected for Cystic Fibrosis Airway Clearance Rehabilitation to address endurance deficits in the cardiorespiratory region while respecting stage, pain, mobility, and severity constraints.",acute,7,yes
COND0207,EX0165,6,High,subacute,mild-moderate,0,6,low,no,"red flags, unstable vitals, unhealed repair, prohibited weight bearing, severe symptom flare, or unsafe balance are present",5,endurance,"Selected for Cystic Fibrosis Airway Clearance Rehabilitation to address endurance deficits in the cardiorespiratory region while respecting stage, pain, mobility, and severity constraints.",subacute,6,yes
COND0207,EX0166,5,High,chronic,mild-moderate,0,6,low,no,"red flags, unstable vitals, unhealed repair, prohibited weight bearing, severe symptom flare, or unsafe balance are present",6,endurance,"Selected for Cystic Fibrosis Airway Clearance Rehabilitation to address endurance deficits in the cardiorespiratory region while respecting stage, pain, mobility, and severity constraints.",chronic,5,yes
COND0207,EX0167,4,High,maintenance,mild-moderate,0,6,moderate,yes,"red flags, unstable vitals, unhealed repair, prohibited weight bearing, severe symptom flare, or unsafe balance are present",7,endurance,"Selected for Cystic Fibrosis Airway Clearance Rehabilitation to address endurance deficits in the cardiorespiratory region while respecting stage, pain, mobility, and severity constraints.",maintenance,4,yes
COND0207,EX0168,3,High,acute,mild-moderate,0,6,moderate,yes,"red flags, unstable vitals, unhealed repair, prohibited weight bearing, severe symptom flare, or unsafe balance are present",8,endurance,"Selected for Cystic Fibrosis Airway Clearance Rehabilitation to address endurance deficits in the cardiorespiratory region while respecting stage, pain, mobility, and severity constraints.",acute,3,yes
COND0207,EX0169,2,Moderate,subacute,mild-moderate,0,6,moderate,no,"red flags, unstable vitals, unhealed repair, prohibited weight bearing, severe symptom flare, or unsafe balance are present",9,function,"Selected for Cystic Fibrosis Airway Clearance Rehabilitation to address function deficits in the cardiorespiratory region while respecting stage, pain, mobility, and severity constraints.",subacute,2,yes
COND0207,EX0170,1,High,chronic,mild-moderate,0,6,moderate,yes,"red flags, unstable vitals, unhealed repair, prohibited weight bearing, severe symptom flare, or unsafe balance are present",10,endurance,"Selected for Cystic Fibrosis Airway Clearance Rehabilitation to address endurance deficits in the cardiorespiratory region while respecting stage, pain, mobility, and severity constraints.",chronic,1,yes
COND0207,EX0171,1,High,maintenance,mild-moderate,0,6,moderate,yes,"red flags, unstable vitals, unhealed repair, prohibited weight bearing, severe symptom flare, or unsafe balance are present",11,endurance,"Selected for Cystic Fibrosis Airway Clearance Rehabilitation to address endurance deficits in the cardiorespiratory region while respecting stage, pain, mobility, and severity constraints.",maintenance,1,no
COND0207,EX0172,1,High,acute,mild-moderate,0,6,moderate,no,"red flags, unstable vitals, unhealed repair, prohibited weight bearing, severe symptom flare, or unsafe balance are present",12,strength,"Selected for Cystic Fibrosis Airway Clearance Rehabilitation to address strength deficits in the cardiorespiratory region while respecting stage, pain, mobility, and severity constraints.",acute,1,no
COND0207,EX0173,1,Moderate,subacute,mild-moderate-severe-complex,0,8,low,no,"red flags, unstable vitals, unhealed repair, prohibited weight bearing, severe symptom flare, or unsafe balance are present",13,pain self-management,"Selected for Cystic Fibrosis Airway Clearance Rehabilitation to address pain self-management deficits in the cardiorespiratory region while respecting stage, pain, mobility, and severity constraints.",subacute,1,no
COND0207,EX0174,1,Moderate,chronic,mild-moderate,0,6,moderate,no,"red flags, unstable vitals, unhealed repair, prohibited weight bearing, severe symptom flare, or unsafe balance are present",14,function,"Selected for Cystic Fibrosis Airway Clearance Rehabilitation to address function deficits in the cardiorespiratory region while respecting stage, pain, mobility, and severity constraints.",chronic,1,no
COND0207,EX0175,1,High,maintenance,mild-moderate-severe-complex,0,8,low,no,"red flags, unstable vitals, unhealed repair, prohibited weight bearing, severe symptom flare, or unsafe balance are present",15,endurance,"Selected for Cystic Fibrosis Airway Clearance Rehabilitation to address endurance deficits in the cardiorespiratory region while respecting stage, pain, mobility, and severity constraints.",maintenance,1,no
COND0207,EX0176,1,High,acute,mild-moderate-severe-complex,0,8,low,no,"red flags, unstable vitals, unhealed repair, prohibited weight bearing, severe symptom flare, or unsafe balance are present",16,endurance,"Selected for Cystic Fibrosis Airway Clearance Rehabilitation to address endurance deficits in the cardiorespiratory region while respecting stage, pain, mobility, and severity constraints.",acute,1,no
COND0207,EX0177,1,High,subacute,mild-moderate,0,6,moderate,yes,"red flags, unstable vitals, unhealed repair, prohibited weight bearing, severe symptom flare, or unsafe balance are present",17,endurance,"Selected for Cystic Fibrosis Airway Clearance Rehabilitation to address endurance deficits in the cardiorespiratory region while respecting stage, pain, mobility, and severity constraints.",subacute,1,no
COND0207,EX0178,1,Moderate,chronic,mild-moderate-severe-complex,0,8,low,no,"red flags, unstable vitals, unhealed repair, prohibited weight bearing, severe symptom flare, or unsafe balance are present",18,ROM,"Selected for Cystic Fibrosis Airway Clearance Rehabilitation to address ROM deficits in the cardiorespiratory region while respecting stage, pain, mobility, and severity constraints.",chronic,1,no
COND0207,EX0179,1,High,maintenance,mild-moderate-severe-complex,0,8,moderate,yes,"red flags, unstable vitals, unhealed repair, prohibited weight bearing, severe symptom flare, or unsafe balance are present",19,endurance,"Selected for Cystic Fibrosis Airway Clearance Rehabilitation to address endurance deficits in the cardiorespiratory region while respecting stage, pain, mobility, and severity constraints.",maintenance,1,no
COND0207,EX0180,1,Moderate,acute,mild-moderate-severe-complex,0,8,low,no,"red flags, unstable vitals, unhealed repair, prohibited weight bearing, severe symptom flare, or unsafe balance are present",20,pain self-management,"Selected for Cystic Fibrosis Airway Clearance Rehabilitation to address pain self-management deficits in the cardiorespiratory region while respecting stage, pain, mobility, and severity constraints.",acute,1,no
COND0208,EX0161,10,High,subacute,mild-moderate-severe-complex,0,8,low,no,"red flags, unstable vitals, unhealed repair, prohibited weight bearing, severe symptom flare, or unsafe balance are present",1,endurance,"Selected for Pulmonary Hypertension Exercise Rehabilitation to address endurance deficits in the cardiorespiratory region while respecting stage, pain, mobility, and severity constraints.",subacute,10,yes
COND0208,EX0162,9,High,chronic,mild-moderate-severe-complex,0,8,low,no,"red flags, unstable vitals, unhealed repair, prohibited weight bearing, severe symptom flare, or unsafe balance are present",2,endurance,"Selected for Pulmonary Hypertension Exercise Rehabilitation to address endurance deficits in the cardiorespiratory region while respecting stage, pain, mobility, and severity constraints.",chronic,9,yes
COND0208,EX0163,8,High,maintenance,mild-moderate-severe-complex,0,8,low,no,"red flags, unstable vitals, unhealed repair, prohibited weight bearing, severe symptom flare, or unsafe balance are present",3,endurance,"Selected for Pulmonary Hypertension Exercise Rehabilitation to address endurance deficits in the cardiorespiratory region while respecting stage, pain, mobility, and severity constraints.",maintenance,8,yes
COND0208,EX0164,7,High,acute,mild-moderate,0,6,low,no,"red flags, unstable vitals, unhealed repair, prohibited weight bearing, severe symptom flare, or unsafe balance are present",4,endurance,"Selected for Pulmonary Hypertension Exercise Rehabilitation to address endurance deficits in the cardiorespiratory region while respecting stage, pain, mobility, and severity constraints.",acute,7,yes
COND0208,EX0165,6,High,subacute,mild-moderate,0,6,low,no,"red flags, unstable vitals, unhealed repair, prohibited weight bearing, severe symptom flare, or unsafe balance are present",5,endurance,"Selected for Pulmonary Hypertension Exercise Rehabilitation to address endurance deficits in the cardiorespiratory region while respecting stage, pain, mobility, and severity constraints.",subacute,6,yes
COND0208,EX0166,5,High,chronic,mild-moderate,0,6,low,no,"red flags, unstable vitals, unhealed repair, prohibited weight bearing, severe symptom flare, or unsafe balance are present",6,endurance,"Selected for Pulmonary Hypertension Exercise Rehabilitation to address endurance deficits in the cardiorespiratory region while respecting stage, pain, mobility, and severity constraints.",chronic,5,yes
COND0208,EX0167,4,High,maintenance,mild-moderate,0,6,moderate,yes,"red flags, unstable vitals, unhealed repair, prohibited weight bearing, severe symptom flare, or unsafe balance are present",7,endurance,"Selected for Pulmonary Hypertension Exercise Rehabilitation to address endurance deficits in the cardiorespiratory region while respecting stage, pain, mobility, and severity constraints.",maintenance,4,yes
COND0208,EX0168,3,High,acute,mild-moderate,0,6,moderate,yes,"red flags, unstable vitals, unhealed repair, prohibited weight bearing, severe symptom flare, or unsafe balance are present",8,endurance,"Selected for Pulmonary Hypertension Exercise Rehabilitation to address endurance deficits in the cardiorespiratory region while respecting stage, pain, mobility, and severity constraints.",acute,3,yes
COND0208,EX0169,2,Moderate,subacute,mild-moderate,0,6,moderate,no,"red flags, unstable vitals, unhealed repair, prohibited weight bearing, severe symptom flare, or unsafe balance are present",9,function,"Selected for Pulmonary Hypertension Exercise Rehabilitation to address function deficits in the cardiorespiratory region while respecting stage, pain, mobility, and severity constraints.",subacute,2,yes
COND0208,EX0170,1,High,chronic,mild-moderate,0,6,moderate,yes,"red flags, unstable vitals, unhealed repair, prohibited weight bearing, severe symptom flare, or unsafe balance are present",10,endurance,"Selected for Pulmonary Hypertension Exercise Rehabilitation to address endurance deficits in the cardiorespiratory region while respecting stage, pain, mobility, and severity constraints.",chronic,1,yes
COND0208,EX0171,1,High,maintenance,mild-moderate,0,6,moderate,yes,"red flags, unstable vitals, unhealed repair, prohibited weight bearing, severe symptom flare, or unsafe balance are present",11,endurance,"Selected for Pulmonary Hypertension Exercise Rehabilitation to address endurance deficits in the cardiorespiratory region while respecting stage, pain, mobility, and severity constraints.",maintenance,1,no
COND0208,EX0172,1,High,acute,mild-moderate,0,6,moderate,no,"red flags, unstable vitals, unhealed repair, prohibited weight bearing, severe symptom flare, or unsafe balance are present",12,strength,"Selected for Pulmonary Hypertension Exercise Rehabilitation to address strength deficits in the cardiorespiratory region while respecting stage, pain, mobility, and severity constraints.",acute,1,no
COND0208,EX0173,1,Moderate,subacute,mild-moderate-severe-complex,0,8,low,no,"red flags, unstable vitals, unhealed repair, prohibited weight bearing, severe symptom flare, or unsafe balance are present",13,pain self-management,"Selected for Pulmonary Hypertension Exercise Rehabilitation to address pain self-management deficits in the cardiorespiratory region while respecting stage, pain, mobility, and severity constraints.",subacute,1,no
COND0208,EX0174,1,Moderate,chronic,mild-moderate,0,6,moderate,no,"red flags, unstable vitals, unhealed repair, prohibited weight bearing, severe symptom flare, or unsafe balance are present",14,function,"Selected for Pulmonary Hypertension Exercise Rehabilitation to address function deficits in the cardiorespiratory region while respecting stage, pain, mobility, and severity constraints.",chronic,1,no
COND0208,EX0175,1,High,maintenance,mild-moderate-severe-complex,0,8,low,no,"red flags, unstable vitals, unhealed repair, prohibited weight bearing, severe symptom flare, or unsafe balance are present",15,endurance,"Selected for Pulmonary Hypertension Exercise Rehabilitation to address endurance deficits in the cardiorespiratory region while respecting stage, pain, mobility, and severity constraints.",maintenance,1,no
COND0208,EX0176,1,High,acute,mild-moderate-severe-complex,0,8,low,no,"red flags, unstable vitals, unhealed repair, prohibited weight bearing, severe symptom flare, or unsafe balance are present",16,endurance,"Selected for Pulmonary Hypertension Exercise Rehabilitation to address endurance deficits in the cardiorespiratory region while respecting stage, pain, mobility, and severity constraints.",acute,1,no
COND0208,EX0177,1,High,subacute,mild-moderate,0,6,moderate,yes,"red flags, unstable vitals, unhealed repair, prohibited weight bearing, severe symptom flare, or unsafe balance are present",17,endurance,"Selected for Pulmonary Hypertension Exercise Rehabilitation to address endurance deficits in the cardiorespiratory region while respecting stage, pain, mobility, and severity constraints.",subacute,1,no
COND0208,EX0178,1,Moderate,chronic,mild-moderate-severe-complex,0,8,low,no,"red flags, unstable vitals, unhealed repair, prohibited weight bearing, severe symptom flare, or unsafe balance are present",18,ROM,"Selected for Pulmonary Hypertension Exercise Rehabilitation to address ROM deficits in the cardiorespiratory region while respecting stage, pain, mobility, and severity constraints.",chronic,1,no
COND0208,EX0179,1,High,maintenance,mild-moderate-severe-complex,0,8,moderate,yes,"red flags, unstable vitals, unhealed repair, prohibited weight bearing, severe symptom flare, or unsafe balance are present",19,endurance,"Selected for Pulmonary Hypertension Exercise Rehabilitation to address endurance deficits in the cardiorespiratory region while respecting stage, pain, mobility, and severity constraints.",maintenance,1,no
COND0208,EX0180,1,Moderate,acute,mild-moderate-severe-complex,0,8,low,no,"red flags, unstable vitals, unhealed repair, prohibited weight bearing, severe symptom flare, or unsafe balance are present",20,pain self-management,"Selected for Pulmonary Hypertension Exercise Rehabilitation to address pain self-management deficits in the cardiorespiratory region while respecting stage, pain, mobility, and severity constraints.",acute,1,no
COND0209,EX0201,10,Moderate,subacute,mild-moderate-severe-complex,0,8,low,no,"red flags, unstable vitals, unhealed repair, prohibited weight bearing, severe symptom flare, or unsafe balance are present",1,motor control,"Selected for Postpartum Diastasis Recti Rehabilitation to address motor control deficits in the pelvic health region while respecting stage, pain, mobility, and severity constraints.",subacute,10,yes
COND0209,EX0202,9,Moderate,chronic,mild-moderate-severe-complex,0,8,low,no,"red flags, unstable vitals, unhealed repair, prohibited weight bearing, severe symptom flare, or unsafe balance are present",2,motor control,"Selected for Postpartum Diastasis Recti Rehabilitation to address motor control deficits in the pelvic health region while respecting stage, pain, mobility, and severity constraints.",chronic,9,yes
COND0209,EX0203,8,Moderate,maintenance,mild-moderate,0,6,low,no,"red flags, unstable vitals, unhealed repair, prohibited weight bearing, severe symptom flare, or unsafe balance are present",3,motor control,"Selected for Postpartum Diastasis Recti Rehabilitation to address motor control deficits in the pelvic health region while respecting stage, pain, mobility, and severity constraints.",maintenance,8,yes
COND0209,EX0204,7,High,acute,mild-moderate-severe-complex,0,8,low,no,"red flags, unstable vitals, unhealed repair, prohibited weight bearing, severe symptom flare, or unsafe balance are present",4,endurance,"Selected for Postpartum Diastasis Recti Rehabilitation to address endurance deficits in the pelvic health region while respecting stage, pain, mobility, and severity constraints.",acute,7,yes
COND0209,EX0205,6,Moderate,subacute,mild-moderate,0,6,low,no,"red flags, unstable vitals, unhealed repair, prohibited weight bearing, severe symptom flare, or unsafe balance are present",5,ROM,"Selected for Postpartum Diastasis Recti Rehabilitation to address ROM deficits in the pelvic health region while respecting stage, pain, mobility, and severity constraints.",subacute,6,yes
COND0209,EX0206,5,Moderate,chronic,mild-moderate,0,6,low,no,"red flags, unstable vitals, unhealed repair, prohibited weight bearing, severe symptom flare, or unsafe balance are present",6,motor control,"Selected for Postpartum Diastasis Recti Rehabilitation to address motor control deficits in the pelvic health region while respecting stage, pain, mobility, and severity constraints.",chronic,5,yes
COND0209,EX0207,4,High,maintenance,mild-moderate,0,6,moderate,no,"red flags, unstable vitals, unhealed repair, prohibited weight bearing, severe symptom flare, or unsafe balance are present",7,strength,"Selected for Postpartum Diastasis Recti Rehabilitation to address strength deficits in the pelvic health region while respecting stage, pain, mobility, and severity constraints.",maintenance,4,yes
COND0209,EX0208,3,Moderate,acute,mild-moderate,0,6,low,no,"red flags, unstable vitals, unhealed repair, prohibited weight bearing, severe symptom flare, or unsafe balance are present",8,motor control,"Selected for Postpartum Diastasis Recti Rehabilitation to address motor control deficits in the pelvic health region while respecting stage, pain, mobility, and severity constraints.",acute,3,yes
COND0209,EX0209,2,Moderate,subacute,mild-moderate-severe-complex,0,8,low,no,"red flags, unstable vitals, unhealed repair, prohibited weight bearing, severe symptom flare, or unsafe balance are present",9,motor control,"Selected for Postpartum Diastasis Recti Rehabilitation to address motor control deficits in the pelvic health region while respecting stage, pain, mobility, and severity constraints.",subacute,2,yes
COND0209,EX0210,1,Moderate,chronic,mild-moderate-severe-complex,0,8,low,no,"red flags, unstable vitals, unhealed repair, prohibited weight bearing, severe symptom flare, or unsafe balance are present",10,motor control,"Selected for Postpartum Diastasis Recti Rehabilitation to address motor control deficits in the pelvic health region while respecting stage, pain, mobility, and severity constraints.",chronic,1,yes
COND0209,EX0211,1,Moderate,maintenance,mild-moderate-severe-complex,0,8,low,no,"red flags, unstable vitals, unhealed repair, prohibited weight bearing, severe symptom flare, or unsafe balance are present",11,pain self-management,"Selected for Postpartum Diastasis Recti Rehabilitation to address pain self-management deficits in the pelvic health region while respecting stage, pain, mobility, and severity constraints.",maintenance,1,no
COND0209,EX0212,1,Moderate,chronic,mild,0,3,moderate,yes,"red flags, unstable vitals, unhealed repair, prohibited weight bearing, severe symptom flare, or unsafe balance are present",12,function,"Selected for Postpartum Diastasis Recti Rehabilitation to address function deficits in the pelvic health region while respecting stage, pain, mobility, and severity constraints.",chronic,1,no
COND0209,EX0213,1,Moderate,subacute,mild-moderate-severe-complex,0,8,low,no,"red flags, unstable vitals, unhealed repair, prohibited weight bearing, severe symptom flare, or unsafe balance are present",13,ROM,"Selected for Postpartum Diastasis Recti Rehabilitation to address ROM deficits in the pelvic health region while respecting stage, pain, mobility, and severity constraints.",subacute,1,no
COND0209,EX0214,1,Moderate,chronic,mild-moderate-severe-complex,0,8,low,no,"red flags, unstable vitals, unhealed repair, prohibited weight bearing, severe symptom flare, or unsafe balance are present",14,ROM,"Selected for Postpartum Diastasis Recti Rehabilitation to address ROM deficits in the pelvic health region while respecting stage, pain, mobility, and severity constraints.",chronic,1,no
COND0209,EX0215,1,Moderate,maintenance,mild-moderate-severe-complex,0,8,low,no,"red flags, unstable vitals, unhealed repair, prohibited weight bearing, severe symptom flare, or unsafe balance are present",15,ROM,"Selected for Postpartum Diastasis Recti Rehabilitation to address ROM deficits in the pelvic health region while respecting stage, pain, mobility, and severity constraints.",maintenance,1,no
COND0209,EX0216,1,Moderate,acute,mild-moderate,0,6,moderate,no,"red flags, unstable vitals, unhealed repair, prohibited weight bearing, severe symptom flare, or unsafe balance are present",16,function,"Selected for Postpartum Diastasis Recti Rehabilitation to address function deficits in the pelvic health region while respecting stage, pain, mobility, and severity constraints.",acute,1,no
COND0209,EX0217,1,Moderate,subacute,mild-moderate-severe-complex,0,8,moderate,no,"red flags, unstable vitals, unhealed repair, prohibited weight bearing, severe symptom flare, or unsafe balance are present",17,function,"Selected for Postpartum Diastasis Recti Rehabilitation to address function deficits in the pelvic health region while respecting stage, pain, mobility, and severity constraints.",subacute,1,no
