exercise_id,exercise_name,body_region,target_muscles,joint_actions,movement_type,clinical_indications,contraindications,difficulty,required_equipment,starting_position,execution_instructions,sets,repetitions,duration,rest_period,frequency,progression_criteria,regression_criteria,regression_options,clinical_rationale,benefits,common_compensations,common_mistakes,precautions,safety_warnings,safety_tips,stop_criteria,expected_outcomes,video_url_placeholder,image_placeholder,evidence_level,clinical_references
EX0240,Paediatric Home Safety Practice,paediatric,self-management system,"graded exposure, pacing, self-monitoring, and behavior planning",education,"fear avoidance, flare-prone symptoms, pacing need, or low self-efficacy","none absolute; adapt for cognition, language, distress, and health literacy",easy,home checklist,clinically appropriate supported position with the target region visible and symptoms baseline-checked,"Perform paediatric home safety practice for the paediatric with slow setup, controlled execution, symptom monitoring, and return to baseline posture.",2,8,30-60 seconds,30-60 seconds,3-5 days/week,Progress by applying strategies in more rooms/tasks.,"Regress if ignoring environmental hazards appears, pain exceeds the mapped limit, or next-day symptoms flare.","Reduce range, load, duration, repetitions, speed, environmental complexity, or use more external support.",Targets education for paediatric rehabilitation with stage-specific loading and symptom-guided progression.,"improved pacing, adherence, flare management, and self-efficacy",ignoring environmental hazards,ignoring environmental hazards,"Adapt for pain irritability, surgical precautions, wound status, fatigue, cognition, balance risk, vitals, medications, and patient goals.",Seek clinical review when symptoms flare repeatedly despite regression.,"Start below capacity, use appropriate support, monitor symptom response, and stop for red flags or unexpected deterioration.","Chest pain, severe breathlessness, faintness, new neurological deficit, severe dizziness, wound compromise, or rapidly worsening pain.","improved pacing, adherence, flare management, and self-efficacy",https://example.org/videos/EX0240,images/EX0240.png,Moderate,See docs/references.md
EX0241,Burns Sit-to-Stand Practice,burns,scar mobility; affected limb; postural muscles,task-specific multi-joint movement and transfer practice,functional,"difficulty with transfers, gait, ADL, school, sport, or work tasks","unsafe vitals, inability to follow essential safety cues, or prohibited weight bearing",easy,chair,clinically appropriate supported position with the target region visible and symptoms baseline-checked,"Perform burns sit-to-stand practice for the burns with slow setup, controlled execution, symptom monitoring, and return to baseline posture.",2,8,,30-60 seconds,3-5 days/week,Progress chair height or repetitions when quality is consistent.,"Regress if using momentum or unsafe hand placement appears, pain exceeds the mapped limit, or next-day symptoms flare.","Reduce range, load, duration, repetitions, speed, environmental complexity, or use more external support.",Targets functional for burns rehabilitation with stage-specific loading and symptom-guided progression.,"better task independence, gait/transfers, and participation",using momentum or unsafe hand placement,using momentum or unsafe hand placement,"Adapt for pain irritability, surgical precautions, wound status, fatigue, cognition, balance risk, vitals, medications, and patient goals.",Use prescribed assistive devices and stop if gait safety deteriorates.,"Start below capacity, use appropriate support, monitor symptom response, and stop for red flags or unexpected deterioration.","Chest pain, severe breathlessness, faintness, new neurological deficit, severe dizziness, wound compromise, or rapidly worsening pain.","better task independence, gait/transfers, and participation",https://example.org/videos/EX0241,images/EX0241.png,Moderate,See docs/references.md
EX0242,Burns Supported Standing Balance,burns,scar mobility; affected limb; postural muscles,static and dynamic postural control with graded base of support,balance,"falls risk, proprioceptive deficit, vestibular symptoms, or impaired postural control","unsafe unsupported standing, severe orthostatic symptoms, or uncontrolled seizure risk",easy,support,clinically appropriate supported position with the target region visible and symptoms baseline-checked,"Perform burns supported standing balance for the burns with slow setup, controlled execution, symptom monitoring, and return to baseline posture.",2,8,30-60 seconds,30-60 seconds,3-5 days/week,Progress support reduction after steady stance.,"Regress if locking knees or gripping support appears, pain exceeds the mapped limit, or next-day symptoms flare.","Reduce range, load, duration, repetitions, speed, environmental complexity, or use more external support.",Targets balance for burns rehabilitation with stage-specific loading and symptom-guided progression.,"improved postural control, gait confidence, and reduced falls risk",locking knees or gripping support,locking knees or gripping support,"Adapt for pain irritability, surgical precautions, wound status, fatigue, cognition, balance risk, vitals, medications, and patient goals.",Use supervision or support when falls risk is present; clear trip hazards.,"Start below capacity, use appropriate support, monitor symptom response, and stop for red flags or unexpected deterioration.","Chest pain, severe breathlessness, faintness, new neurological deficit, severe dizziness, wound compromise, or rapidly worsening pain.","improved postural control, gait confidence, and reduced falls risk",https://example.org/videos/EX0242,images/EX0242.png,High,See docs/references.md
EX0243,Burns Weight Shift Training,burns,scar mobility; affected limb; postural muscles,static and dynamic postural control with graded base of support,balance,"falls risk, proprioceptive deficit, vestibular symptoms, or impaired postural control","unsafe unsupported standing, severe orthostatic symptoms, or uncontrolled seizure risk",easy,parallel bars/support,clinically appropriate supported position with the target region visible and symptoms baseline-checked,"Perform burns weight shift training for the burns with slow setup, controlled execution, symptom monitoring, and return to baseline posture.",2,8,30-60 seconds,30-60 seconds,3-5 days/week,Progress excursion distance without loss of control.,"Regress if trunk leaning instead of controlled shift appears, pain exceeds the mapped limit, or next-day symptoms flare.","Reduce range, load, duration, repetitions, speed, environmental complexity, or use more external support.",Targets balance for burns rehabilitation with stage-specific loading and symptom-guided progression.,"improved postural control, gait confidence, and reduced falls risk",trunk leaning instead of controlled shift,trunk leaning instead of controlled shift,"Adapt for pain irritability, surgical precautions, wound status, fatigue, cognition, balance risk, vitals, medications, and patient goals.",Use supervision or support when falls risk is present; clear trip hazards.,"Start below capacity, use appropriate support, monitor symptom response, and stop for red flags or unexpected deterioration.","Chest pain, severe breathlessness, faintness, new neurological deficit, severe dizziness, wound compromise, or rapidly worsening pain.","improved postural control, gait confidence, and reduced falls risk",https://example.org/videos/EX0243,images/EX0243.png,High,See docs/references.md
EX0244,Burns Step Taps,burns,scar mobility; affected limb; postural muscles,task-specific multi-joint movement and transfer practice,functional,"difficulty with transfers, gait, ADL, school, sport, or work tasks","unsafe vitals, inability to follow essential safety cues, or prohibited weight bearing",moderate,step,clinically appropriate supported position with the target region visible and symptoms baseline-checked,"Perform burns step taps for the burns with slow setup, controlled execution, symptom monitoring, and return to baseline posture.",3,10,,60-90 seconds,3-5 days/week,Progress step height when foot placement is accurate.,"Regress if rushing or catching toes appears, pain exceeds the mapped limit, or next-day symptoms flare.","Reduce range, load, duration, repetitions, speed, environmental complexity, or use more external support.",Targets functional for burns rehabilitation with stage-specific loading and symptom-guided progression.,"better task independence, gait/transfers, and participation",rushing or catching toes,rushing or catching toes,"Adapt for pain irritability, surgical precautions, wound status, fatigue, cognition, balance risk, vitals, medications, and patient goals.",Use prescribed assistive devices and stop if gait safety deteriorates.,"Start below capacity, use appropriate support, monitor symptom response, and stop for red flags or unexpected deterioration.","Chest pain, severe breathlessness, faintness, new neurological deficit, severe dizziness, wound compromise, or rapidly worsening pain.","better task independence, gait/transfers, and participation",https://example.org/videos/EX0244,images/EX0244.png,Moderate,See docs/references.md
EX0245,Burns Gait Practice,burns,scar mobility; affected limb; postural muscles,task-specific multi-joint movement and transfer practice,functional,"difficulty with transfers, gait, ADL, school, sport, or work tasks","unsafe vitals, inability to follow essential safety cues, or prohibited weight bearing",moderate,assistive device as needed,clinically appropriate supported position with the target region visible and symptoms baseline-checked,"Perform burns gait practice for the burns with slow setup, controlled execution, symptom monitoring, and return to baseline posture.",3,10,,60-90 seconds,3-5 days/week,Progress distance when gait safety and fatigue are acceptable.,"Regress if sacrificing quality for distance appears, pain exceeds the mapped limit, or next-day symptoms flare.","Reduce range, load, duration, repetitions, speed, environmental complexity, or use more external support.",Targets functional for burns rehabilitation with stage-specific loading and symptom-guided progression.,"better task independence, gait/transfers, and participation",sacrificing quality for distance,sacrificing quality for distance,"Adapt for pain irritability, surgical precautions, wound status, fatigue, cognition, balance risk, vitals, medications, and patient goals.",Use prescribed assistive devices and stop if gait safety deteriorates.,"Start below capacity, use appropriate support, monitor symptom response, and stop for red flags or unexpected deterioration.","Chest pain, severe breathlessness, faintness, new neurological deficit, severe dizziness, wound compromise, or rapidly worsening pain.","better task independence, gait/transfers, and participation",https://example.org/videos/EX0245,images/EX0245.png,Moderate,See docs/references.md
EX0246,Burns Dual-Task Walking,burns,scar mobility; affected limb; postural muscles,task-specific multi-joint movement and transfer practice,functional,"difficulty with transfers, gait, ADL, school, sport, or work tasks","unsafe vitals, inability to follow essential safety cues, or prohibited weight bearing",hard,hallway,clinically appropriate supported position with the target region visible and symptoms baseline-checked,"Perform burns dual-task walking for the burns with slow setup, controlled execution, symptom monitoring, and return to baseline posture.",3,6,,90-150 seconds,3-5 days/week,Progress cognitive load after gait remains safe.,"Regress if looking down or stopping gait appears, pain exceeds the mapped limit, or next-day symptoms flare.","Reduce range, load, duration, repetitions, speed, environmental complexity, or use more external support.",Targets functional for burns rehabilitation with stage-specific loading and symptom-guided progression.,"better task independence, gait/transfers, and participation",looking down or stopping gait,looking down or stopping gait,"Adapt for pain irritability, surgical precautions, wound status, fatigue, cognition, balance risk, vitals, medications, and patient goals.",Use prescribed assistive devices and stop if gait safety deteriorates.,"Start below capacity, use appropriate support, monitor symptom response, and stop for red flags or unexpected deterioration.","Chest pain, severe breathlessness, faintness, new neurological deficit, severe dizziness, wound compromise, or rapidly worsening pain.","better task independence, gait/transfers, and participation",https://example.org/videos/EX0246,images/EX0246.png,Moderate,See docs/references.md
EX0247,Burns Reaching Outside Base,burns,scar mobility; affected limb; postural muscles,static and dynamic postural control with graded base of support,balance,"falls risk, proprioceptive deficit, vestibular symptoms, or impaired postural control","unsafe unsupported standing, severe orthostatic symptoms, or uncontrolled seizure risk",moderate,cones/table,clinically appropriate supported position with the target region visible and symptoms baseline-checked,"Perform burns reaching outside base for the burns with slow setup, controlled execution, symptom monitoring, and return to baseline posture.",3,10,30-60 seconds,60-90 seconds,3-5 days/week,Progress reach distance while maintaining safety.,"Regress if overreaching beyond control appears, pain exceeds the mapped limit, or next-day symptoms flare.","Reduce range, load, duration, repetitions, speed, environmental complexity, or use more external support.",Targets balance for burns rehabilitation with stage-specific loading and symptom-guided progression.,"improved postural control, gait confidence, and reduced falls risk",overreaching beyond control,overreaching beyond control,"Adapt for pain irritability, surgical precautions, wound status, fatigue, cognition, balance risk, vitals, medications, and patient goals.",Use supervision or support when falls risk is present; clear trip hazards.,"Start below capacity, use appropriate support, monitor symptom response, and stop for red flags or unexpected deterioration.","Chest pain, severe breathlessness, faintness, new neurological deficit, severe dizziness, wound compromise, or rapidly worsening pain.","improved postural control, gait confidence, and reduced falls risk",https://example.org/videos/EX0247,images/EX0247.png,High,See docs/references.md
EX0248,Burns Task-Specific Repetition Circuit,burns,scar mobility; affected limb; postural muscles,task-specific multi-joint movement and transfer practice,functional,"difficulty with transfers, gait, ADL, school, sport, or work tasks","unsafe vitals, inability to follow essential safety cues, or prohibited weight bearing",moderate,task objects,clinically appropriate supported position with the target region visible and symptoms baseline-checked,"Perform burns task-specific repetition circuit for the burns with slow setup, controlled execution, symptom monitoring, and return to baseline posture.",3,10,,60-90 seconds,3-5 days/week,Progress repetitions based on fatigue and quality.,"Regress if compensatory trunk movement appears, pain exceeds the mapped limit, or next-day symptoms flare.","Reduce range, load, duration, repetitions, speed, environmental complexity, or use more external support.",Targets functional for burns rehabilitation with stage-specific loading and symptom-guided progression.,"better task independence, gait/transfers, and participation",compensatory trunk movement,compensatory trunk movement,"Adapt for pain irritability, surgical precautions, wound status, fatigue, cognition, balance risk, vitals, medications, and patient goals.",Use prescribed assistive devices and stop if gait safety deteriorates.,"Start below capacity, use appropriate support, monitor symptom response, and stop for red flags or unexpected deterioration.","Chest pain, severe breathlessness, faintness, new neurological deficit, severe dizziness, wound compromise, or rapidly worsening pain.","better task independence, gait/transfers, and participation",https://example.org/videos/EX0248,images/EX0248.png,Moderate,See docs/references.md
EX0249,Burns Low-Load Resistance Circuit,burns,scar mobility; affected limb; postural muscles,controlled concentric/eccentric loading through available range,strength,"weakness, load intolerance, deconditioning, or reduced task capacity","unstable fracture, unhealed repair, acute inflammatory flare, or uncontrolled hypertension",moderate,bands/light weights,clinically appropriate supported position with the target region visible and symptoms baseline-checked,"Perform burns low-load resistance circuit for the burns with slow setup, controlled execution, symptom monitoring, and return to baseline posture.",3,10,,60-90 seconds,3-5 days/week,Progress load when movement quality is retained.,"Regress if breath holding or speed substitution appears, pain exceeds the mapped limit, or next-day symptoms flare.","Reduce range, load, duration, repetitions, speed, environmental complexity, or use more external support.",Targets strength for burns rehabilitation with stage-specific loading and symptom-guided progression.,"improved force production, load tolerance, and functional confidence",breath holding or speed substitution,breath holding or speed substitution,"Adapt for pain irritability, surgical precautions, wound status, fatigue, cognition, balance risk, vitals, medications, and patient goals.","Stop for sharp worsening pain, new swelling, wound change, chest pain, or neurological symptoms.","Start below capacity, use appropriate support, monitor symptom response, and stop for red flags or unexpected deterioration.","Chest pain, severe breathlessness, faintness, new neurological deficit, severe dizziness, wound compromise, or rapidly worsening pain.","improved force production, load tolerance, and functional confidence",https://example.org/videos/EX0249,images/EX0249.png,High,See docs/references.md
EX0250,Burns Endurance Walking Intervals,burns,scar mobility; affected limb; postural muscles,rhythmic whole-body activity at prescribed perceived exertion,aerobic,"reduced walking tolerance, cardiopulmonary deconditioning, fatigue, or metabolic risk","unstable angina, severe desaturation, acute infection with systemic symptoms, or uncontrolled arrhythmia",moderate,none/treadmill,clinically appropriate supported position with the target region visible and symptoms baseline-checked,"Perform burns endurance walking intervals for the burns with slow setup, controlled execution, symptom monitoring, and return to baseline posture.",3,10,5-20 minutes,60-90 seconds,3-5 days/week,Progress interval duration before speed.,"Regress if overtraining past fatigue limit appears, pain exceeds the mapped limit, or next-day symptoms flare.","Reduce range, load, duration, repetitions, speed, environmental complexity, or use more external support.",Targets aerobic for burns rehabilitation with stage-specific loading and symptom-guided progression.,"improved endurance, symptom tolerance, and daily activity capacity",overtraining past fatigue limit,overtraining past fatigue limit,"Adapt for pain irritability, surgical precautions, wound status, fatigue, cognition, balance risk, vitals, medications, and patient goals.","Monitor breathlessness, chest symptoms, dizziness, and oxygen saturation when indicated.","Start below capacity, use appropriate support, monitor symptom response, and stop for red flags or unexpected deterioration.","Chest pain, severe breathlessness, faintness, new neurological deficit, severe dizziness, wound compromise, or rapidly worsening pain.","improved endurance, symptom tolerance, and daily activity capacity",https://example.org/videos/EX0250,images/EX0250.png,High,See docs/references.md
EX0251,Burns Floor Transfer Practice,burns,scar mobility; affected limb; postural muscles,task-specific multi-joint movement and transfer practice,functional,"difficulty with transfers, gait, ADL, school, sport, or work tasks","unsafe vitals, inability to follow essential safety cues, or prohibited weight bearing",hard,mat/support,clinically appropriate supported position with the target region visible and symptoms baseline-checked,"Perform burns floor transfer practice for the burns with slow setup, controlled execution, symptom monitoring, and return to baseline posture.",3,6,,90-150 seconds,3-5 days/week,Progress independence after safe sequencing.,"Regress if skipping setup steps appears, pain exceeds the mapped limit, or next-day symptoms flare.","Reduce range, load, duration, repetitions, speed, environmental complexity, or use more external support.",Targets functional for burns rehabilitation with stage-specific loading and symptom-guided progression.,"better task independence, gait/transfers, and participation",skipping setup steps,skipping setup steps,"Adapt for pain irritability, surgical precautions, wound status, fatigue, cognition, balance risk, vitals, medications, and patient goals.",Use prescribed assistive devices and stop if gait safety deteriorates.,"Start below capacity, use appropriate support, monitor symptom response, and stop for red flags or unexpected deterioration.","Chest pain, severe breathlessness, faintness, new neurological deficit, severe dizziness, wound compromise, or rapidly worsening pain.","better task independence, gait/transfers, and participation",https://example.org/videos/EX0251,images/EX0251.png,Moderate,See docs/references.md
EX0252,Burns Functional Carry,burns,scar mobility; affected limb; postural muscles,task-specific multi-joint movement and transfer practice,functional,"difficulty with transfers, gait, ADL, school, sport, or work tasks","unsafe vitals, inability to follow essential safety cues, or prohibited weight bearing",moderate,light load,clinically appropriate supported position with the target region visible and symptoms baseline-checked,"Perform burns functional carry for the burns with slow setup, controlled execution, symptom monitoring, and return to baseline posture.",3,10,,60-90 seconds,3-5 days/week,Progress load or distance after posture remains controlled.,"Regress if trunk lean appears, pain exceeds the mapped limit, or next-day symptoms flare.","Reduce range, load, duration, repetitions, speed, environmental complexity, or use more external support.",Targets functional for burns rehabilitation with stage-specific loading and symptom-guided progression.,"better task independence, gait/transfers, and participation",trunk lean,trunk lean,"Adapt for pain irritability, surgical precautions, wound status, fatigue, cognition, balance risk, vitals, medications, and patient goals.",Use prescribed assistive devices and stop if gait safety deteriorates.,"Start below capacity, use appropriate support, monitor symptom response, and stop for red flags or unexpected deterioration.","Chest pain, severe breathlessness, faintness, new neurological deficit, severe dizziness, wound compromise, or rapidly worsening pain.","better task independence, gait/transfers, and participation",https://example.org/videos/EX0252,images/EX0252.png,Moderate,See docs/references.md
EX0253,Burns Mobility Flow,burns,scar mobility; affected limb; postural muscles,active or assisted joint movement toward comfortable end range,mobility,"stiffness, guarded movement, postoperative protection phase, or ROM loss","unstable joint, surgical restriction, suspected fracture, or severe escalating pain",easy,mat/chair,clinically appropriate supported position with the target region visible and symptoms baseline-checked,"Perform burns mobility flow for the burns with slow setup, controlled execution, symptom monitoring, and return to baseline posture.",2,8,,30-60 seconds,3-5 days/week,Progress range and transitions slowly.,"Regress if forcing painful range appears, pain exceeds the mapped limit, or next-day symptoms flare.","Reduce range, load, duration, repetitions, speed, environmental complexity, or use more external support.",Targets mobility for burns rehabilitation with stage-specific loading and symptom-guided progression.,"improved comfortable ROM, reduced stiffness, and better movement confidence",forcing painful range,forcing painful range,"Adapt for pain irritability, surgical precautions, wound status, fatigue, cognition, balance risk, vitals, medications, and patient goals.",Stay below aggressive pain; respect surgical precautions and tissue irritability.,"Start below capacity, use appropriate support, monitor symptom response, and stop for red flags or unexpected deterioration.","Chest pain, severe breathlessness, faintness, new neurological deficit, severe dizziness, wound compromise, or rapidly worsening pain.","improved comfortable ROM, reduced stiffness, and better movement confidence",https://example.org/videos/EX0253,images/EX0253.png,Moderate,See docs/references.md
EX0254,Burns Pacing and Flare Plan,burns,self-management system,"graded exposure, pacing, self-monitoring, and behavior planning",education,"fear avoidance, flare-prone symptoms, pacing need, or low self-efficacy","none absolute; adapt for cognition, language, distress, and health literacy",easy,activity diary,clinically appropriate supported position with the target region visible and symptoms baseline-checked,"Perform burns pacing and flare plan for the burns with slow setup, controlled execution, symptom monitoring, and return to baseline posture.",2,8,30-60 seconds,30-60 seconds,3-5 days/week,Progress activity quota when symptom response is predictable.,"Regress if large activity spikes appears, pain exceeds the mapped limit, or next-day symptoms flare.","Reduce range, load, duration, repetitions, speed, environmental complexity, or use more external support.",Targets education for burns rehabilitation with stage-specific loading and symptom-guided progression.,"improved pacing, adherence, flare management, and self-efficacy",large activity spikes,large activity spikes,"Adapt for pain irritability, surgical precautions, wound status, fatigue, cognition, balance risk, vitals, medications, and patient goals.",Seek clinical review when symptoms flare repeatedly despite regression.,"Start below capacity, use appropriate support, monitor symptom response, and stop for red flags or unexpected deterioration.","Chest pain, severe breathlessness, faintness, new neurological deficit, severe dizziness, wound compromise, or rapidly worsening pain.","improved pacing, adherence, flare management, and self-efficacy",https://example.org/videos/EX0254,images/EX0254.png,Moderate,See docs/references.md
EX0255,Burns Perturbation Training,burns,scar mobility; affected limb; postural muscles,static and dynamic postural control with graded base of support,balance,"falls risk, proprioceptive deficit, vestibular symptoms, or impaired postural control","unsafe unsupported standing, severe orthostatic symptoms, or uncontrolled seizure risk",hard,clinician/support,clinically appropriate supported position with the target region visible and symptoms baseline-checked,"Perform burns perturbation training for the burns with slow setup, controlled execution, symptom monitoring, and return to baseline posture.",3,6,30-60 seconds,90-150 seconds,3-5 days/week,Progress perturbation only with safe reactive stepping.,"Regress if stiffening or delayed stepping appears, pain exceeds the mapped limit, or next-day symptoms flare.","Reduce range, load, duration, repetitions, speed, environmental complexity, or use more external support.",Targets balance for burns rehabilitation with stage-specific loading and symptom-guided progression.,"improved postural control, gait confidence, and reduced falls risk",stiffening or delayed stepping,stiffening or delayed stepping,"Adapt for pain irritability, surgical precautions, wound status, fatigue, cognition, balance risk, vitals, medications, and patient goals.",Use supervision or support when falls risk is present; clear trip hazards.,"Start below capacity, use appropriate support, monitor symptom response, and stop for red flags or unexpected deterioration.","Chest pain, severe breathlessness, faintness, new neurological deficit, severe dizziness, wound compromise, or rapidly worsening pain.","improved postural control, gait confidence, and reduced falls risk",https://example.org/videos/EX0255,images/EX0255.png,High,See docs/references.md
EX0256,Burns Stair Simulation,burns,scar mobility; affected limb; postural muscles,task-specific multi-joint movement and transfer practice,functional,"difficulty with transfers, gait, ADL, school, sport, or work tasks","unsafe vitals, inability to follow essential safety cues, or prohibited weight bearing",moderate,step/stairs,clinically appropriate supported position with the target region visible and symptoms baseline-checked,"Perform burns stair simulation for the burns with slow setup, controlled execution, symptom monitoring, and return to baseline posture.",3,10,,60-90 seconds,3-5 days/week,Progress step count when recovery is acceptable.,"Regress if pulling with arms excessively appears, pain exceeds the mapped limit, or next-day symptoms flare.","Reduce range, load, duration, repetitions, speed, environmental complexity, or use more external support.",Targets functional for burns rehabilitation with stage-specific loading and symptom-guided progression.,"better task independence, gait/transfers, and participation",pulling with arms excessively,pulling with arms excessively,"Adapt for pain irritability, surgical precautions, wound status, fatigue, cognition, balance risk, vitals, medications, and patient goals.",Use prescribed assistive devices and stop if gait safety deteriorates.,"Start below capacity, use appropriate support, monitor symptom response, and stop for red flags or unexpected deterioration.","Chest pain, severe breathlessness, faintness, new neurological deficit, severe dizziness, wound compromise, or rapidly worsening pain.","better task independence, gait/transfers, and participation",https://example.org/videos/EX0256,images/EX0256.png,Moderate,See docs/references.md
EX0257,Burns Seated Marching,burns,scar mobility; affected limb; postural muscles,controlled concentric/eccentric loading through available range,strength,"weakness, load intolerance, deconditioning, or reduced task capacity","unstable fracture, unhealed repair, acute inflammatory flare, or uncontrolled hypertension",easy,chair,clinically appropriate supported position with the target region visible and symptoms baseline-checked,"Perform burns seated marching for the burns with slow setup, controlled execution, symptom monitoring, and return to baseline posture.",2,8,,30-60 seconds,3-5 days/week,Progress duration or resistance when posture is stable.,"Regress if posterior pelvic tilt collapse appears, pain exceeds the mapped limit, or next-day symptoms flare.","Reduce range, load, duration, repetitions, speed, environmental complexity, or use more external support.",Targets strength for burns rehabilitation with stage-specific loading and symptom-guided progression.,"improved force production, load tolerance, and functional confidence",posterior pelvic tilt collapse,posterior pelvic tilt collapse,"Adapt for pain irritability, surgical precautions, wound status, fatigue, cognition, balance risk, vitals, medications, and patient goals.","Stop for sharp worsening pain, new swelling, wound change, chest pain, or neurological symptoms.","Start below capacity, use appropriate support, monitor symptom response, and stop for red flags or unexpected deterioration.","Chest pain, severe breathlessness, faintness, new neurological deficit, severe dizziness, wound compromise, or rapidly worsening pain.","improved force production, load tolerance, and functional confidence",https://example.org/videos/EX0257,images/EX0257.png,High,See docs/references.md
EX0258,Burns Supported Squat to Target,burns,scar mobility; affected limb; postural muscles,controlled concentric/eccentric loading through available range,strength,"weakness, load intolerance, deconditioning, or reduced task capacity","unstable fracture, unhealed repair, acute inflammatory flare, or uncontrolled hypertension",moderate,chair/support,clinically appropriate supported position with the target region visible and symptoms baseline-checked,"Perform burns supported squat to target for the burns with slow setup, controlled execution, symptom monitoring, and return to baseline posture.",3,10,,60-90 seconds,3-5 days/week,Progress depth after control and symptoms are stable.,"Regress if knee collapse appears, pain exceeds the mapped limit, or next-day symptoms flare.","Reduce range, load, duration, repetitions, speed, environmental complexity, or use more external support.",Targets strength for burns rehabilitation with stage-specific loading and symptom-guided progression.,"improved force production, load tolerance, and functional confidence",knee collapse,knee collapse,"Adapt for pain irritability, surgical precautions, wound status, fatigue, cognition, balance risk, vitals, medications, and patient goals.","Stop for sharp worsening pain, new swelling, wound change, chest pain, or neurological symptoms.","Start below capacity, use appropriate support, monitor symptom response, and stop for red flags or unexpected deterioration.","Chest pain, severe breathlessness, faintness, new neurological deficit, severe dizziness, wound compromise, or rapidly worsening pain.","improved force production, load tolerance, and functional confidence",https://example.org/videos/EX0258,images/EX0258.png,High,See docs/references.md
EX0259,Burns Coordination Ladder,burns,scar mobility; affected limb; postural muscles,task-specific multi-joint movement and transfer practice,functional,"difficulty with transfers, gait, ADL, school, sport, or work tasks","unsafe vitals, inability to follow essential safety cues, or prohibited weight bearing",hard,floor markers,clinically appropriate supported position with the target region visible and symptoms baseline-checked,"Perform burns coordination ladder for the burns with slow setup, controlled execution, symptom monitoring, and return to baseline posture.",3,6,,90-150 seconds,3-5 days/week,Progress speed after accuracy improves.,"Regress if rushing and missing targets appears, pain exceeds the mapped limit, or next-day symptoms flare.","Reduce range, load, duration, repetitions, speed, environmental complexity, or use more external support.",Targets functional for burns rehabilitation with stage-specific loading and symptom-guided progression.,"better task independence, gait/transfers, and participation",rushing and missing targets,rushing and missing targets,"Adapt for pain irritability, surgical precautions, wound status, fatigue, cognition, balance risk, vitals, medications, and patient goals.",Use prescribed assistive devices and stop if gait safety deteriorates.,"Start below capacity, use appropriate support, monitor symptom response, and stop for red flags or unexpected deterioration.","Chest pain, severe breathlessness, faintness, new neurological deficit, severe dizziness, wound compromise, or rapidly worsening pain.","better task independence, gait/transfers, and participation",https://example.org/videos/EX0259,images/EX0259.png,Moderate,See docs/references.md
EX0260,Burns Home Safety Practice,burns,self-management system,"graded exposure, pacing, self-monitoring, and behavior planning",education,"fear avoidance, flare-prone symptoms, pacing need, or low self-efficacy","none absolute; adapt for cognition, language, distress, and health literacy",easy,home checklist,clinically appropriate supported position with the target region visible and symptoms baseline-checked,"Perform burns home safety practice for the burns with slow setup, controlled execution, symptom monitoring, and return to baseline posture.",2,8,30-60 seconds,30-60 seconds,3-5 days/week,Progress by applying strategies in more rooms/tasks.,"Regress if ignoring environmental hazards appears, pain exceeds the mapped limit, or next-day symptoms flare.","Reduce range, load, duration, repetitions, speed, environmental complexity, or use more external support.",Targets education for burns rehabilitation with stage-specific loading and symptom-guided progression.,"improved pacing, adherence, flare management, and self-efficacy",ignoring environmental hazards,ignoring environmental hazards,"Adapt for pain irritability, surgical precautions, wound status, fatigue, cognition, balance risk, vitals, medications, and patient goals.",Seek clinical review when symptoms flare repeatedly despite regression.,"Start below capacity, use appropriate support, monitor symptom response, and stop for red flags or unexpected deterioration.","Chest pain, severe breathlessness, faintness, new neurological deficit, severe dizziness, wound compromise, or rapidly worsening pain.","improved pacing, adherence, flare management, and self-efficacy",https://example.org/videos/EX0260,images/EX0260.png,Moderate,See docs/references.md
EX0261,Amputee Sit-to-Stand Practice,amputee,residual limb; hip stabilizers; trunk,task-specific multi-joint movement and transfer practice,functional,"difficulty with transfers, gait, ADL, school, sport, or work tasks","unsafe vitals, inability to follow essential safety cues, or prohibited weight bearing",easy,chair,clinically appropriate supported position with the target region visible and symptoms baseline-checked,"Perform amputee sit-to-stand practice for the amputee with slow setup, controlled execution, symptom monitoring, and return to baseline posture.",2,8,,30-60 seconds,3-5 days/week,Progress chair height or repetitions when quality is consistent.,"Regress if using momentum or unsafe hand placement appears, pain exceeds the mapped limit, or next-day symptoms flare.","Reduce range, load, duration, repetitions, speed, environmental complexity, or use more external support.",Targets functional for amputee rehabilitation with stage-specific loading and symptom-guided progression.,"better task independence, gait/transfers, and participation",using momentum or unsafe hand placement,using momentum or unsafe hand placement,"Adapt for pain irritability, surgical precautions, wound status, fatigue, cognition, balance risk, vitals, medications, and patient goals.",Use prescribed assistive devices and stop if gait safety deteriorates.,"Start below capacity, use appropriate support, monitor symptom response, and stop for red flags or unexpected deterioration.","Chest pain, severe breathlessness, faintness, new neurological deficit, severe dizziness, wound compromise, or rapidly worsening pain.","better task independence, gait/transfers, and participation",https://example.org/videos/EX0261,images/EX0261.png,Moderate,See docs/references.md
